"ID","LStatus","LMaturityDate","LSignDate","LInstallment","LAmount","ABirthDate","AGender","AMaritalStatus","AOccupation","AEducation","AIncome","ANumberChildren","AHousing","GCollateralAmount","GCollateralType","GGuarantorNumber","Age"
"AD10000001","0","20141031","19990910",2000,1e+05,"18570101","F","2","7","2",NA,2,"4",0,"1",2,41.7679378183013
"AD10000002","0","20150331","19991210",1250,62500,"18570101","F","1","7","2",NA,0,"5",0,"1",2,41.7679378183013
"AD10000003","0","20211031","20010610",9900,950000,"18570101","M","2","7","1",NA,0,"5",0,"1",2,41.7679378183013
"AD10000004","0","20181031","20010702",12560,1e+06,"18570101","M","2","7","2",NA,0,"4",0,"1",3,41.7679378183013
"AD10000005","0","20121031","20010702",1600,50000,"18570101","M","2","7","1",NA,0,"1",0,"1",3,41.7679378183013
"AD10000006","0","20241231","20010719",8140,9e+05,"19770420","M","2","1","2",37100,1,"1",0,"1",2,24.25
"AD10000007","0","20141130","20010723",3580,2e+05,"19610310","F","2","1","2",46400,2,"2",0,"1",5,40.3333333333333
"AD10000008","0","20170228","20010804",11400,8e+05,"19570612","M","2","1","2",48200,4,"4",0,"1",2,44.1666666666667
"AD10000009","0","20250228","20010810",3300,358000,"19721127","F","2","1","1",35800,2,"4",0,"1",2,28.75
"AD10000010","0","20210930","20010923",7100,680000,"19780111","M","2","1","2",NA,1,"4",0,"1",2,23.6666666666667
"AD10000011","1","20120630","20011002",1990,80000,"19830827","F","1","1","2",25400,0,"2",0,"1",2,20
"AD10000012","1","20191031","20011002",2400,2e+05,"19801201","M","1","1","1",25800,0,"2",0,"1",2,20.8333333333333
"AD10000013","1","20100331","20011004",3700,185000,"19610311","F","1","1","2",44700,0,"5",0,"1",8,40.5833333333333
"AD10000014","0","20180831","20011105",2520,2e+05,"19580906","M","2","1","2",32400,1,"4",0,"1",2,43.1666666666667
"AD10000015","0","20191130","20011117",11670,1e+06,"19670612","F","3","1","2",41500,0,"1",0,"1",2,34.4166666666667
"AD10000016","0","20220331","20011119",6170,620000,"19771205","F","2","1","3",41100,0,"3",0,"1",2,23.9166666666667
"AD10000017","1","20140831","20011202",23820,1200000,"19540316","M","2","1","2",NA,2,"3",0,"1",2,47.75
"AD10000018","0","20190331","20011208",3280,270000,"19741220","M","2","1","2",37100,0,"4",0,"1",3,27
"AD10000019","0","20150331","20020222",9900,5e+05,"19590416","M","2","1","2",47800,3,"1",0,"1",2,42.8333333333333
"AD10000020","0","20111031","20020305",2090,1e+05,"19720102","F","2","1","2",38100,0,"4",0,"1",2,30.1666666666667
"AD10000021","1","20140331","20020308",1500,70000,"19830404","F","1","1","1",NA,0,"1",0,"1",2,20
"AD10000022","0","20121008","20020308",1980,1e+05,"19670202","M","1","1","3",43500,0,"4",0,"1",2,35.0833333333333
"AD10000023","0","20181031","20020315",6500,5e+05,"19630423","M","2","1","2",45500,2,"3",0,"1",2,38.9166666666667
"AD10000024","0","20190430","20020318",4800,4e+05,"19701006","F","2","1","2",41100,2,"1",0,"1",7,31.4166666666667
"AD10000025","1","20190430","20020407",2200,180000,"19761004","F","2","1","2",NA,0,"5",0,"1",3,25.5
"AD10000026","0","20110831","20020420",3340,160000,"19551217","M","3","1","2",NA,0,"1",0,"1",2,46.3333333333333
"AD10000027","0","20190630","20020507",9400,8e+05,"19591215","M","1","1","2",NA,0,"4",0,"1",2,42.4166666666667
"AD10000028","0","20390831","20020517",3900,250000,"19650527","M","2","1","2",28100,0,"2",0,"1",2,37
"AD10000029","0","20190331","20020517",4560,380000,"19600213","F","1","1","2",37400,0,"4",0,"1",5,42.25
"AD10000030","0","20160930","20020517",3900,250000,"19591223","M","2","1","1",36100,3,"1",0,"1",2,42.4166666666667
"AD10000031","0","20110731","20020613",2500,120000,"19550901","M","2","1","2",44500,2,"2",0,"1",2,46.75
"AD10000032","0","20190531","20020616",5000,4e+05,"19700705","M","1","1","1",21700,0,"1",0,"1",2,31.9166666666667
"AD10000033","0","20111130","20020707",2100,1e+05,"19700715","M","2","1","1",36200,2,NA,0,"1",2,32
"AD10000034","0","20110131","20020713",4100,2e+05,"19610115","F","2","1","2",45200,2,"5",0,"1",2,41.5
"AD10000035","1","20160331","20020804",4700,3e+05,"19670120","F","2","1","2",43900,2,"2",0,"1",2,35.5833333333333
"AD10000036","1","20110531","20020822",4160,2e+05,"19620613","M","2","1","1",42100,3,"2",0,"1",2,40.1666666666667
"AD10000037","0","20160630","20020922",1700,1e+05,"19721127","M","2","1","2",39400,1,"4",0,"1",2,29.8333333333333
"AD10000038","0","20240131","20020922",9400,1e+06,"19660310","M","2","1","1",31900,0,"4",0,"1",2,36.5
"AD10000039","1","20101231","20020923",10200,5e+05,"19670727","M","1","1","2",49000,0,"5",0,"1",2,35.1666666666667
"AD10000040","1","20160630","20021002",6700,4e+05,"19731012","M","1","1","1",34500,0,"2",0,"1",2,29
"AD10000041","0","20240831","20021005",10900,1200000,"19700609","M","2","1","1",27600,0,"3",0,"1",2,32.3333333333333
"AD10000042","0","20150331","20021017",9900,5e+05,"19560119","M","2","1","1",30400,0,"3",0,"1",2,46.75
"AD10000043","0","20130831","20021022",4000,180000,"19551224","M","2","1","1",NA,0,"1",0,"1",2,46.8333333333333
"AD10000044","0","20160229","20021109",3900,250000,"19581204","M","2","1","1",43700,1,"5",0,"1",2,43.9166666666667
"AD10000045","0","20120331","20021109",2300,90000,"19691203","F","2","1","1",38400,0,"1",0,"1",2,32.9166666666667
"AD10000046","0","20160531","20021215",2300,150000,"19791213","F","1","1","2",23000,0,NA,0,"1",3,23
"AD10000047","0","20160731","20021216",3060,2e+05,"19640721","M","2","1","2",42700,0,"1",0,"1",2,38.4166666666667
"AD10000048","0","20121130","20030118",4090,2e+05,"19560809","M","2","1","1",42900,2,"2",0,"1",2,46.4166666666667
"AD10000049","0","20110331","20030122",4100,2e+05,"19620602","F","1","1","2",NA,0,"4",0,"1",2,40.5833333333333
"AD10000050","0","20130630","20030210",4200,2e+05,"19550807","M","2","1","1",42900,0,"3",0,"1",2,47.5
"AD10000051","0","20210301","20030217",16500,1500000,"19650921","M","2","1","2",45100,2,"2",0,"1",2,37.4166666666667
"AD10000052","0","20160430","20030221",7640,450000,"19570106","F","2","1","1",35200,0,"1",0,"1",2,46.0833333333333
"AD10000053","0","20121031","20030320",3900,190000,"19610311","F","2","1","2",45900,0,"3",0,"1",2,42
"AD10000054","0","20120430","20030322",6670,321000,"19520427","F","2","1","2",52200,0,"2",0,"1",3,50.9166666666667
"AD10000055","0","20130731","20030402",2400,1e+05,"19640706","F","2","1","1",40100,0,"1",0,"1",2,38.75
"AD10000056","1","20120831","20030402",3080,150000,"19730701","F","1","1","2",36400,0,NA,0,"1",2,29.75
"AD10000057","0","20241231","20030402",1580,180000,"19711026","F","2","1","1",38300,0,"2",0,"1",2,31.5
"AD10000058","1","20140731","20030413",4000,2e+05,"19730805","M","3","1","2",38600,0,"3",0,"1",2,29.6666666666667
"AD10000059","1","20160229","20030417",8000,5e+05,"19610722","M","2","1","2",46400,0,"5",0,"1",2,41.75
"AD10000060","0","20121031","20030419",1640,80000,"19650719","M","1","1","2",40000,0,NA,0,"1",2,37.75
"AD10000061","0","20160229","20030420",5460,350000,"19610103","F","2","1","2",NA,2,"2",0,"1",2,42.25
"AD10000062","0","20130731","20030509",8400,350000,"19700521","M","2","1","1",37500,1,"4",0,"1",2,33
"AD10000063","0","20200531","20030516",3900,313000,"19751223","M","1","1","1",34600,0,"5",0,"1",2,27.4166666666667
"AD10000064","0","20191031","20030517",16740,1400000,"19600105","M","2","1","2",47600,0,"1",0,"1",3,43.3333333333333
"AD10000065","0","20100630","20030608",2000,80000,"19531102","M","2","1","1",43600,2,"5",0,"1",2,49.5833333333333
"AD10000066","0","20140630","20030608",6000,3e+05,"19671113","M","1","1","2",38100,0,"2",0,"1",2,35.5833333333333
"AD10000067","0","20130731","20030616",8400,350000,"19700418","M","1","1","1",37500,0,"1",0,"1",2,33.1666666666667
"AD10000068","0","20240831","20030712",8200,9e+05,"19830127","M","1","1","1",31000,0,"4",0,"1",2,20.5
"AD10000069","0","20180930","20030714",18840,1500000,"19581022","M","2","1","2",41100,0,"4",0,"1",2,44.75
"AD10000070","0","20140531","20030717",3400,190000,"19740602","M","2","1","1",NA,0,"1",0,"1",2,29.0833333333333
"AD10000071","0","20101031","20030718",12000,120000,"19501204","M","1","1","1",48900,0,"1",0,"1",2,52.5833333333333
"AD10000072","0","20151231","20030718",4000,250000,"19631221","M","1","1","2",44000,0,"1",0,"1",2,39.5833333333333
"AD10000073","1","20150531","20030722",6600,380000,"19670706","M","1","1","2",42600,0,"3",0,"1",2,36
"AD10000074","0","20150831","20030807",3700,202000,"19790312","F","1","1","2",36200,0,"2",0,"1",2,24.4166666666667
"AD10000075","0","20191031","20030809",7000,6e+05,"19610804","M","2","1","2",37700,0,"2",0,"1",2,42
"AD10000076","0","20130630","20030810",4130,2e+05,"19690427","M","2","1","2",40100,0,"1",0,"1",2,34.3333333333333
"AD10000077","0","20100630","20030818",3000,120000,"19570121","M","2","1","1",42100,0,"4",0,"1",2,46.5833333333333
"AD10000078","0","20110731","20030821",2700,130000,"19731011","M","2","1","1",33800,0,"4",0,"1",2,29.8333333333333
"AD10000079","0","20240630","20030825",6330,7e+05,"19670525","M","2","1","2",NA,0,"2",0,"1",2,36.25
"AD10000080","0","20100930","20030825",2000,80000,"19720414","M","1","1","2",38000,0,"2",0,"1",2,31.3333333333333
"AD10000081","0","20150731","20030902",5300,309000,"19660122","M","1","1","1",39500,0,"4",0,"1",2,37.6666666666667
"AD10000082","0","20240331","20030902",4180,450000,"19720322","F","2","1","2",42100,0,"1",0,"1",2,31.5
"AD10000083","0","20110731","20030902",2000,80000,"19780609","M","2","1","1",31500,0,"3",0,"1",2,25.25
"AD10000084","0","20110131","20030904",2500,1e+05,"19540702","M","1","1","2",48600,0,"5",0,"1",2,49.1666666666667
"AD10000085","1","20120930","20030907",4100,2e+05,"19600213","M","2","1","1",46300,0,"5",0,"1",2,43.5833333333333
"AD10000086","0","20120831","20030910",1800,85000,"19591216","M","1","1","1",39900,0,"5",0,"1",2,43.75
"AD10000087","0","20120131","20030910",4000,189000,"19750713","M","2","1","1",34100,0,"3",0,"1",10,28.1666666666667
"AD10000088","0","20190531","20030912",6000,5e+05,"19590506","M","3","1","2",49900,0,"2",0,"1",2,44.3333333333333
"AD10000089","0","20200430","20030914",5200,417000,"19780620","M","1","1","1",28300,0,"1",0,"1",3,25.25
"AD10000090","0","20190131","20030918",8800,7e+05,"19590706","M","2","1","2",43800,0,"4",0,"1",2,44.1666666666667
"AD10000091","0","20190630","20030922",6500,550000,"19640205","M","1","1","1",NA,0,"1",0,"1",2,39.5833333333333
"AD10000092","0","20190206","20030922",1140,93000,"19700606","M","2","1","2",27900,0,"4",0,"1",2,33.25
"AD10000093","0","20160531","20030922",7640,5e+05,"19570524","F","2","1","2",50800,0,"4",0,"1",2,46.3333333333333
"AD10000094","0","20101231","20030924",4100,2e+05,"19560212","M","2","1","2",47400,1,NA,0,"1",2,47.5833333333333
"AD10000095","1","20190831","20030925",6000,5e+05,"19650217","M","2","1","2",43800,1,"4",0,"1",2,38.5833333333333
"AD10000096","0","20241130","20031002",13570,1500000,"19700801","M","2","1","1",37600,0,"4",0,"1",2,33.1666666666667
"AD10000097","0","20241231","20031005",7240,8e+05,"19840621","F","1","1","2",33100,0,"3",0,"1",2,20
"AD10000098","0","20160229","20031005",4680,3e+05,"19600801","M","6","1","1",NA,1,"2",0,"1",2,43.1666666666667
"AD10000099","0","20150630","20031010",2500,122000,"19560422","F","3","1","1",43500,0,"4",0,"1",2,47.5
"AD10000100","0","20150831","20031010",2000,1e+05,"19660426","F","2","1","2",35000,1,"2",0,"1",2,37.5
"AD10000101","0","20200331","20031012",2600,220000,"19620727","M","2","1","2",46400,1,"5",0,"1",5,41.25
"AD10000102","0","20200331","20031012",930,80000,"19601107","M","2","1","1",42100,2,"2",0,"1",5,42.9166666666667
"AD10000103","0","20230430","20031013",5900,6e+05,"19780122","F","2","1","2",37000,2,"2",0,"1",2,25.75
"AD10000104","0","20210731","20031018",7240,7e+05,"19611216","M","1","1","3",48000,0,"4",0,"1",2,41.8333333333333
"AD10000105","0","20240731","20031020",3700,4e+05,"19810321","F","1","1","2",29800,0,"1",0,"1",3,22.5833333333333
"AD10000106","0","20101130","20031023",3500,170000,"19710702","M","3","1","2",39200,0,"2",0,"1",2,32.25
"AD10000107","1","20110831","20031024",4200,2e+05,"19630906","M","3","1","2",44300,0,"3",0,"1",2,40.0833333333333
"AD10000108","0","20190630","20031108",8800,7e+05,"19600607","M","2","1","1",NA,2,"1",0,"1",2,43.4166666666667
"AD10000109","0","20120630","20031109",2900,80000,"19690818","M","1","1","2",40700,0,"2",0,"1",3,34.25
"AD10000110","0","20150630","20031109",8600,5e+05,"19601026","M","1","1","2",46900,0,"1",0,"1",2,43.0833333333333
"AD10000111","0","20100930","20031110",3000,150000,"19671225","M","2","1","2",32200,0,"4",0,"1",2,35.9166666666667
"AD10000112","0","20200731","20031113",9500,820000,"19700502","M","1","1","1",38000,0,"1",0,"1",3,33.5
"AD10000113","0","20180228","20031114",5200,380000,"19730916","F","1","1","2",41400,0,"1",0,"1",3,30.1666666666667
"AD10000114","0","20120430","20031114",2500,120000,"19540812","M","1","1","2",36800,0,"1",0,"1",2,49.25
"AD10000115","0","20120630","20031116",4200,2e+05,"19631223","M","2","1","2",43300,2,"5",0,"1",2,39.9166666666667
"AD10000116","0","20240831","20031121",11800,1300000,"19690319","M","2","1","1",39400,1,"4",0,"1",2,34.6666666666667
"AD10000117","1","20200430","20031122",1730,150000,"19810326","F","1","1","2",34800,0,"2",0,"1",2,22.6666666666667
"AD10000118","0","20240630","20031122",11800,1300000,"19711010","M","1","1","1",36900,0,"1",0,"1",2,32.0833333333333
"AD10000119","0","20240831","20031122",8600,950000,"19720723","M","2","1","1",36600,0,"1",0,"1",2,31.3333333333333
"AD10000120","0","20140228","20031123",2200,106000,"19740718","F","1","1","1",NA,0,"2",0,"1",2,29.3333333333333
"AD10000121","0","20100831","20031205",2500,1e+05,"19760719","F","1","1","2",36000,0,"5",0,"1",2,27.4166666666667
"AD10000122","0","20200331","20031208",11600,1e+06,"19680808","M","2","1","1",39900,1,"1",0,"1",2,35.3333333333333
"AD10000123","0","20110731","20031212",3200,150000,"19600502","F","2","1","1",43200,2,"4",0,"1",2,43.5833333333333
"AD10000124","0","20120930","20031218",2050,1e+05,"19570502","M","2","1","1",41100,0,"5",0,"1",2,46.5833333333333
"AD10000125","0","20141231","20031221",7300,413000,"19650113","M","2","1","1",42200,0,"2",0,"1",2,38.9166666666667
"AD10000126","1","20190531","20040112",1200,1e+05,"19760527","M","2","1","1",NA,0,"3",0,"1",2,27.6666666666667
"AD10000127","0","20130731","20040112",6300,2e+05,"19510516","M","2","1","2",49400,0,"3",0,"1",2,52.6666666666667
"AD10000128","0","20150630","20040117",3500,2e+05,"19671212","F","2","1","1",NA,0,"4",0,"1",2,36.0833333333333
"AD10000129","0","20241031","20040117",10400,1150000,"19711103","M","1","1","1",NA,0,"3",0,"1",2,32.1666666666667
"AD10000130","0","20140331","20040118",2100,1e+05,"19820920","M","1","1","1",27700,0,"4",0,"1",2,21.3333333333333
"AD10000131","0","20130731","20040122",4130,2e+05,"19560405","M","1","1","2",46000,0,"4",0,"1",2,47.75
"AD10000132","0","20150630","20040202",3000,150000,"19631225","M","1","1","1",40000,0,NA,0,"1",2,40.1666666666667
"AD10000133","0","20190331","20040202",11500,950000,"19600327","M","2","1","1",43200,0,"4",0,"1",2,43.9166666666667
"AD10000134","0","20120630","20040202",3200,150000,"19650605","M","1","1","1",38800,0,"3",0,"1",2,38.6666666666667
"AD10000135","0","20120630","20040209",3100,150000,"19610419","M","1","1","1",41900,0,"4",0,"1",2,42.8333333333333
"AD10000136","0","20200630","20040209",4500,390000,"19730223","F","1","1","1",36700,0,"5",0,"1",2,31
"AD10000137","0","20160331","20040214",2200,140000,"19570815","F","2","1","1",43100,0,"1",0,"1",2,46.5
"AD10000138","0","20190430","20040214",13000,1e+06,"19620110","M","2","1","2",48700,0,"2",0,"1",2,42.0833333333333
"AD10000139","0","20190930","20040220",4700,4e+05,"19811113","F","2","1","1",NA,0,"4",0,"1",2,22.25
"AD10000140","0","20111130","20040220",1480,60000,"19770526","M","1","1","1",21500,0,"1",0,"1",2,26.75
"AD10000141","1","20121130","20040222",3190,156000,"19690301","M","2","1","1",37300,0,"5",0,"1",2,34.9166666666667
"AD10000142","0","20250630","20040304",14300,1600000,"19771201","F","2","1","2",37100,0,"3",0,"1",2,26.25
"AD10000143","0","20110228","20040304",4100,2e+05,"19560816","M","2","1","2",47300,2,"1",0,"1",2,47.5833333333333
"AD10000144","0","20120731","20040304",3100,150000,"19740916","F","2","1","2",35800,0,"4",0,"1",2,29.5
"AD10000145","0","20110430","20040313",2100,1e+05,"19691024","F","1","1","2",38900,0,NA,0,"1",2,34.4166666666667
"AD10000146","0","20100930","20040314",3100,150000,"19551217","M","2","1","1",44800,1,"4",0,"1",2,48.25
"AD10000147","0","20200131","20040314",3500,3e+05,"19700217","M","2","1","3",NA,0,"3",0,"1",2,34.0833333333333
"AD10000148","0","20130531","20040315",2300,110000,"19821211","M","1","1","1",31300,0,"1",0,"1",2,21.25
"AD10000149","0","20140430","20040315",2870,120000,"19650702","M","2","1","1",41300,0,"1",0,"1",2,38.6666666666667
"AD10000150","1","20151231","20040315",6230,390000,"19550401","M","2","1","2",49100,0,"5",0,"1",2,48.9166666666667
"AD10000151","0","20190930","20040315",8200,7e+05,"19650503","M","2","1","1",37000,0,"4",0,"1",2,38.8333333333333
"AD10000152","1","20110228","20040315",3100,150000,"19570612","M","2","1","1",41800,2,"3",0,"1",2,46.75
"AD10000153","0","20240831","20040316",9050,1e+06,"19700911","M","2","1","1",37400,4,"1",0,"1",2,33.5
"AD10000154","0","20121130","20040318",4180,2e+05,"19610102","M","1","1","2",44400,0,"1",0,"1",2,43.1666666666667
"AD10000155","0","20140531","20040321",4000,2e+05,"19571007","M","2","1","2",NA,2,"1",0,"1",2,46.4166666666667
"AD10000156","0","20110131","20040324",3100,150000,"19540302","M","2","1","3",52400,2,"4",0,"1",2,50
"AD10000157","0","20230531","20040324",14550,1500000,"19640523","M","1","1","1",43100,0,"4",0,"1",2,39.8333333333333
"AD10000158","0","20240831","20040324",5000,550000,"19860925","M","1","1","1",29400,0,"5",0,"1",2,20
"AD10000159","0","20240831","20040402",7700,850000,"19731115","M","1","1","1",36000,0,"1",0,"1",3,30.4166666666667
"AD10000160","0","20120531","20040402",3720,180000,"19750102","M","1","1","1",34500,0,"2",0,"1",2,29.25
"AD10000161","0","20170831","20040404",13700,1e+06,"19571002","M","2","1","2",47100,2,"4",0,"1",2,46.5
"AD10000162","1","20110531","20040407",3120,150000,"19710513","F","2","1","2",43200,0,"1",0,"1",2,32.9166666666667
"AD10000163","0","20120331","20040407",1560,60000,"19600802","F","1","1","1",34100,0,"1",0,"1",2,43.6666666666667
"AD10000164","0","20130430","20040407",7290,3e+05,"19530518","M","2","1","2",41500,0,"4",0,"1",2,50.9166666666667
"AD10000165","0","20210731","20040407",8500,8e+05,"19650117","F","1","1","1",40000,0,"5",0,"1",3,39.25
"AD10000166","1","20110228","20040407",11310,250000,"19510126","F","2","1","2",NA,2,"1",0,"1",2,53.25
"AD10000167","0","20120531","20040408",4130,2e+05,"19590402","M","2","1","2",46600,3,"3",0,"1",2,45
"AD10000168","0","20170831","20040410",8900,6e+05,"19651012","M","1","1","1",41200,0,"4",0,"1",2,38.5
"AD10000169","0","20190331","20040410",4200,350000,"19740911","M","2","1","2",38000,0,"4",0,"1",2,29.5833333333333
"AD10000170","0","20111231","20040418",3320,159000,"19690302","M","1","1","1",36900,0,"3",0,"1",2,35.0833333333333
"AD10000171","0","20110331","20040419",3100,150000,"19640311","M","2","1","2",42700,5,"4",0,"1",2,40.0833333333333
"AD10000172","0","20101231","20040423",3100,150000,"19551222","F","4","1","2",47500,0,"1",0,"1",2,48.3333333333333
"AD10000173","1","20111031","20040505",3140,150000,"19690910","M","2","1","2",39200,0,"4",0,"1",2,34.6666666666667
"AD10000174","1","20140930","20040508",3970,2e+05,"19740419","M","2","1","2",NA,2,"1",0,"1",2,30.0833333333333
"AD10000175","0","20240930","20040508",8140,9e+05,"19700120","M","2","1","2",NA,0,"4",0,"1",2,34.3333333333333
"AD10000176","1","20110930","20040510",3000,120000,"19540509","M","2","1","2",51500,0,"5",0,"1",2,50
"AD10000177","0","20190331","20040513",2400,2e+05,"19640102","M","2","1","1",42700,0,"5",0,"1",2,40.3333333333333
"AD10000178","0","20180331","20040513",1400,1e+05,"19740202","M","1","1","2",NA,0,"1",0,"1",2,30.25
"AD10000179","0","20240831","20040517",3700,4e+05,"19690827","M","3","1","1",NA,0,"4",0,"1",4,34.75
"AD10000180","0","20120430","20040517",3950,190000,"19560215","M","2","1","2",46800,0,"3",0,"1",3,48.25
"AD10000181","0","20110831","20040517",2080,1e+05,"19650623","F","2","1","2",43500,0,"1",0,"1",2,38.9166666666667
"AD10000182","0","20170630","20040520",6200,450000,"19641005","M","1","1","1",40000,0,"1",0,"1",2,39.5833333333333
"AD10000183","0","20130630","20040520",4200,2e+05,"19581025","M","2","1","1",44800,0,"5",0,"1",2,45.5833333333333
"AD10000184","1","20110531","20040521",1300,40000,"19601004","M","2","1","1",41300,0,"1",0,"1",2,43.5833333333333
"AD10000185","0","20190630","20040522",10500,9e+05,"19600502","M","3","1","2",43800,0,"4",0,"1",2,44
"AD10000186","0","20130731","20040522",2100,1e+05,"19650610","M","1","1","1",40600,0,"1",0,"1",2,38.9166666666667
"AD10000187","1","20160229","20040522",2400,150000,"19770702","F","2","1","2",23100,0,"1",0,"1",2,26.8333333333333
"AD10000188","0","20200930","20040602",13200,1200000,"19710213","M","1","1","1",NA,0,"2",0,"1",3,33.3333333333333
"AD10000189","1","20120531","20040602",1600,75000,"19660116","F","2","1","1",38500,0,"2",0,"1",2,38.4166666666667
"AD10000190","0","20201130","20040602",2300,2e+05,"19610101","M","2","1","2",44600,0,"2",0,"1",2,43.4166666666667
"AD10000191","0","20140831","20040602",2980,150000,"19731018","M","1","1","1",36100,0,"1",0,"1",2,30.6666666666667
"AD10000192","1","20120630","20040602",4200,2e+05,"19560826","M","2","1","1",NA,0,"1",0,"1",2,47.8333333333333
"AD10000193","1","20140831","20040604",3970,2e+05,"19821027","F","2","1","2",23200,0,"5",0,"1",2,21.6666666666667
"AD10000194","0","20110531","20040610",2910,140000,"19740613","M","1","1","2",36900,0,"1",0,"1",2,30
"AD10000195","0","20160131","20040612",3200,2e+05,"19690715","M","1","1","1",NA,0,"3",0,"1",2,34.9166666666667
"AD10000196","1","20120831","20040613",2000,80000,"19850218","M","1","1","1",NA,0,"4",0,"1",2,20
"AD10000197","0","20240930","20040617",5430,6e+05,"19660708","M","2","1","2",43200,0,"1",0,"1",2,37.9166666666667
"AD10000198","0","20110131","20040618",4100,2e+05,"19550710","F","1","1","2",47700,0,"5",0,"1",2,48.9166666666667
"AD10000199","0","20240930","20040618",13570,1500000,"19811021","M","2","1","2",NA,1,"4",0,"1",2,22.6666666666667
"AD10000200","1","20190430","20040619",3600,3e+05,"19770705","F","1","1","2",NA,0,"5",0,"1",2,26.9166666666667
"AD10000201","0","20130630","20040619",4200,2e+05,"19680601","M","2","1","2",40500,0,"4",0,"1",2,36
"AD10000202","0","20120531","20040620",3720,180000,"19551019","M","2","1","2",48200,1,"1",0,"1",2,48.6666666666667
"AD10000203","0","20241231","20040621",6500,7e+05,"19650205","F","4","1","1",39500,0,"4",0,"1",2,39.3333333333333
"AD10000204","0","20140630","20040621",6400,320000,"19761225","F","1","1","2",35700,0,"5",0,"1",2,27.5
"AD10000205","0","20140731","20040625",1600,1e+05,"19681207","M","1","1","1",35800,0,"2",0,"1",2,35.5
"AD10000206","0","20151130","20040625",7990,5e+05,"19550421","M","2","1","2",NA,0,"5",0,"1",2,49.1666666666667
"AD10000207","0","20250228","20040625",12700,1400000,"19680302","M","1","1","2",43900,0,"1",0,"1",2,36.25
"AD10000208","1","20190430","20040707",9660,810000,"19610626","M","2","1","2",45300,2,"5",0,"1",3,43.0833333333333
"AD10000209","0","20240531","20040708",4600,5e+05,"19650302","M","2","1","1",41100,2,"5",0,"1",2,39.3333333333333
"AD10000210","0","20141231","20040708",1600,1e+05,"19760917","M","1","1","1",NA,0,"4",0,"1",2,27.8333333333333
"AD10000211","0","20180630","20040716",5100,4e+05,"19670306","M","1","1","1",39000,0,"4",0,"1",3,37.3333333333333
"AD10000212","0","20241031","20040717",4600,5e+05,"19731005","M","1","1","1",35300,0,"4",0,"1",2,30.75
"AD10000213","0","20120930","20040719",4090,2e+05,"19570605","F","2","1","2",NA,2,"1",0,"1",2,47.0833333333333
"AD10000214","0","20200229","20040722",15600,1350000,"19600706","M","2","1","2",46100,0,"2",0,"1",4,44
"AD10000215","0","20160831","20040722",1110,1e+05,"19631109","M","1","1","2",44300,0,"2",0,"1",2,40.6666666666667
"AD10000216","0","20190731","20040722",12300,1050000,"19670410","M","2","1","2",42800,0,"5",0,"1",2,37.25
"AD10000217","0","20160430","20040722",3100,2e+05,"19600919","F","3","1","2",46900,2,"2",0,"1",2,43.8333333333333
"AD10000218","0","20100630","20040723",2400,120000,"19640612","F","1","1","2",NA,0,"4",0,"1",2,40.0833333333333
"AD10000219","0","20250331","20040802",6400,7e+05,"19751112","M","1","1","1",35400,0,"1",0,"1",2,28.75
"AD10000220","0","20110630","20040807",2100,1e+05,"19591124","M","2","1","2",46000,0,"4",0,"1",2,44.75
"AD10000221","0","20111231","20040809",3140,150000,"19600321","M","2","1","1",41000,2,"4",0,"1",2,44.4166666666667
"AD10000222","0","20210630","20040814",11000,1e+06,"19640615","M","3","1","1",42700,1,"4",0,"1",2,40.1666666666667
"AD10000223","0","20241231","20040814",13150,1500000,"19750424","F","1","1","2",39400,0,"2",0,"1",2,29.3333333333333
"AD10000224","0","20241031","20040820",13600,1500000,"19690602","M","1","1","2",NA,0,"1",0,"1",2,35.1666666666667
"AD10000225","0","20150131","20040821",4700,3e+05,"19611122","F","2","1","2",45800,0,"2",0,"1",2,42.75
"AD10000226","0","20200831","20040821",13200,1200000,"19600113","M","2","1","2",44800,2,"4",0,"1",3,44.5833333333333
"AD10000227","0","20170731","20040822",3010,2e+05,"19690302","M","1","1","1",NA,0,"1",0,"1",2,35.4166666666667
"AD10000228","0","20110228","20040822",3300,160000,"19680702","M","1","1","1",39400,0,"4",0,"1",2,36.0833333333333
"AD10000229","0","20240930","20040823",9950,1100000,"19671018","M","2","1","1",38800,0,"4",0,"1",2,36.8333333333333
"AD10000230","0","20131130","20040902",3100,150000,"19601015","M","2","1","1",41600,0,"3",0,"1",2,43.9166666666667
"AD10000231","0","20110731","20040902",2100,1e+05,"19800606","M","1","1","1",30800,0,"4",0,"1",2,24.25
"AD10000232","0","20110731","20040905",2800,130000,"19760202","F","2","1","2",35400,0,"1",0,"1",2,28.5833333333333
"AD10000233","0","20250430","20040907",10240,1150000,"19741213","M","2","1","1",NA,0,"3",0,"1",2,29.75
"AD10000234","1","20111130","20040907",4200,2e+05,"19540305","M","2","1","2",48800,3,"3",0,"1",2,50.5
"AD10000235","0","20121130","20040910",4100,2e+05,"19640222","F","2","1","1",NA,0,"1",0,"1",2,40.5833333333333
"AD10000236","0","20190630","20040910",3500,3e+05,"19790514","M","2","1","2",38600,0,"1",0,"1",2,25.3333333333333
"AD10000237","0","20131231","20040910",2040,1e+05,"19660708","M","1","1","1",40300,0,"1",0,"1",2,38.1666666666667
