"ID","LStatus","LMaturityDate","LSignDate","LInstallment","LAmount","ABirthDate","AGender","AMaritalStatus","AOccupation","AEducation","AIncome","ANumberChildren","AHousing","GCollateralAmount","GCollateralType","GGuarantorNumber","Age"
"AD10001178","0","20250131","20060623",1810,2e+05,"19660904","M","3","1","1",39900,0,"4",0,"1",2,39.75
"AD10001179","0","20180131","20060624",14000,1e+06,"19591220","M","2","1","2",46800,0,"4",0,"1",2,46.5
"AD10001180","0","20111130","20060624",6340,2e+05,"19521219","M","3","1","2",51000,3,"5",0,"1",2,53.5
"AD10001181","0","20240731","20060624",3620,4e+05,"19710723","M","1","1","2",40100,0,"1",0,"1",2,34.9166666666667
"AD10001182","0","20210131","20060624",10000,9e+05,"19640527","M","2","1","1",40900,1,"5",0,"1",2,42.0833333333333
"AD10001183","0","20150430","20060624",2400,120000,"19760127","M","1","1","1",34700,0,"2",0,"1",2,30.4166666666667
"AD10001184","0","20241130","20060625",13600,1500000,"19721108","M","3","1","1",37000,0,NA,0,"1",2,33.5833333333333
"AD10001185","0","20160930","20060625",3200,2e+05,"19741122","M","2","1","2",41500,0,"3",0,"1",2,31.5833333333333
"AD10001186","1","20120430","20060625",2910,140000,"19710616","F","2","1","2",40400,2,"2",0,"1",2,35
"AD10001187","1","20240831","20060625",13600,1500000,"19700122","M","1","1","1",39500,0,"2",0,"1",2,36.4166666666667
"AD10001188","0","20131031","20060625",4200,2e+05,"19540507","M","2","1","1",NA,0,"3",0,"1",2,52.0833333333333
"AD10001189","0","20140331","20060625",8400,4e+05,"19550319","M","6","1","1",26600,3,"4",0,"1",2,51.25
"AD10001190","1","20150531","20060625",5170,3e+05,"19551102","F","2","1","2",49900,3,"5",0,"1",2,50.5833333333333
"AD10001191","0","20120229","20060625",1880,90000,"19800827","F","2","1","2",33800,2,"4",0,"1",2,25.8333333333333
"AD10001192","0","20151031","20060702",3200,2e+05,"19691221","M","1","1","2",40400,0,"5",0,"1",2,36.5833333333333
"AD10001193","0","20250331","20060702",13400,1500000,"19660727","M","2","1","2",45500,2,"4",0,"1",3,40
"AD10001194","0","20250131","20060702",13570,1500000,"19690810","M","2","1","2",42500,2,"3",0,"1",3,36.9166666666667
"AD10001195","0","20111031","20060702",2100,1e+05,"19670219","M","1","1","2",40800,0,"4",0,"1",2,39.4166666666667
"AD10001196","0","20190731","20060702",2200,140000,"19700802","F","2","1","2",NA,0,"3",0,"1",2,35.9166666666667
"AD10001197","0","20190531","20060702",3700,311000,"19631202","F","3","1","2",44700,0,"1",0,"1",2,42.5833333333333
"AD10001198","0","20160731","20060702",2280,150000,"19570917","M","2","1","2",40300,3,"5",0,"1",2,48.8333333333333
"AD10001199","1","20121231","20060702",4090,2e+05,"19530306","M","2","1","2",50400,0,"3",0,"1",2,53.3333333333333
"AD10001200","0","20110630","20060702",2290,110000,"19660113","M","2","1","2",39100,2,"4",0,"1",2,40.5
"AD10001201","0","20131231","20060702",6000,250000,"19540322","M","2","1","3",43200,2,"5",0,"1",2,52.3333333333333
"AD10001202","0","20121031","20060705",1740,70000,"19660105","F","1","1","1",38500,0,"5",0,"1",2,40.5
"AD10001203","0","20160630","20060705",5600,350000,"19600618","F","2","1","2",47900,0,"4",0,"1",2,46.0833333333333
"AD10001204","1","20110131","20060705",4100,2e+05,"19590507","M","2","1","2",46800,0,"4",0,"1",2,47.1666666666667
"AD10001205","0","20100731","20060705",2490,1e+05,"19660308","M","3","1","2",41100,0,"5",0,"1",2,40.3333333333333
"AD10001206","1","20110331","20060705",3100,150000,"19701014","M","2","1","2",38900,1,"3",0,"1",2,35.75
"AD10001207","0","20250430","20060705",2700,3e+05,"19631121","F","2","1","2",46700,2,"4",0,"1",2,42.6666666666667
"AD10001208","0","20170430","20060705",6010,4e+05,"19720120","M","1","1","1",38900,0,"1",0,"1",2,34.5
"AD10001209","1","20111130","20060708",4180,2e+05,"19520317","M","1","1","2",52300,0,"5",0,"1",2,54.3333333333333
"AD10001210","0","20170228","20060709",3940,260000,"19630116","F","2","1","2",47000,2,"4",0,"1",2,43.5
"AD10001211","1","20151031","20060709",6390,4e+05,"19550804","M","2","1","2",36300,0,"1",0,"1",2,50.9166666666667
"AD10001212","0","20201231","20060709",15320,1400000,"19600907","M","2","1","1",43900,1,"1",0,"1",3,45.8333333333333
"AD10001213","1","20200131","20060710",4090,350000,"19620321","M","2","1","1",43200,0,"5",0,"1",2,44.3333333333333
"AD10001214","0","20150531","20060710",8610,5e+05,"19601209","M","2","1","2",29100,2,"4",0,"1",2,45.5833333333333
"AD10001215","0","20250228","20060710",7130,8e+05,"19751220","F","3","1","1",34600,0,"2",0,"1",2,30.5833333333333
"AD10001216","0","20240930","20060710",8600,950000,"19700215","F","2","1","2",NA,1,NA,0,"1",2,36.4166666666667
"AD10001217","0","20170331","20060710",4600,3e+05,"19580907","M","2","1","1",44900,2,"5",0,"1",2,47.8333333333333
"AD10001218","0","20140531","20060710",11940,5e+05,"19540824","M","2","1","2",50900,0,"4",0,"1",2,51.9166666666667
"AD10001219","0","20241231","20060710",7300,8e+05,"19660201","M","2","1","1",39000,0,"5",0,"1",3,40.4166666666667
"AD10001220","0","20121231","20060710",3100,150000,"19740206","M","2","1","1",22600,0,"5",0,"1",2,32.4166666666667
"AD10001221","0","20130331","20060710",3700,150000,"19770312","F","2","1","2",37400,0,"4",0,"1",3,29.3333333333333
"AD10001222","0","20150904","20060710",2720,2e+05,"19560102","M","2","1","3",48500,2,"2",0,"1",2,50.5
"AD10001223","0","20140630","20060710",4170,210000,"19580211","M","2","1","1",46300,0,"1",0,"1",2,48.4166666666667
"AD10001224","0","20111031","20060710",4180,2e+05,"19520502","M","2","1","2",54300,2,"4",0,"1",2,54.1666666666667
"AD10001225","1","20121130","20060710",3070,150000,"19631123","M","2","1","1",NA,0,"1",0,"1",2,42.6666666666667
"AD10001226","0","20130831","20060710",3100,150000,"19661011","F","2","1","1",NA,0,"4",0,"1",2,39.75
"AD10001227","0","20200131","20060713",2400,2e+05,"19760203","F","2","1","2",37100,0,"2",0,"1",3,30.4166666666667
"AD10001228","0","20240731","20060713",7300,8e+05,"19830302","F","1","1","2",NA,0,"1",0,"1",3,23.3333333333333
"AD10001229","0","20141130","20060713",3000,150000,"19591112","F","1","1","1",42900,0,"4",0,"1",2,46.6666666666667
"AD10001230","0","20110531","20060713",4200,2e+05,"19540101","F","2","1","1",46800,2,"1",0,"1",2,52.5
"AD10001231","0","20200131","20060713",2400,2e+05,"19790621","M","1","1","2",22400,0,"4",0,"1",2,27.0833333333333
"AD10001232","0","20111130","20060713",4920,2e+05,"19511206","F","2","1","2",NA,0,"4",0,"1",2,54.5833333333333
"AD10001233","0","20120831","20060714",2500,120000,"19730611","F","1","1","1",33900,0,"4",0,"1",3,33.0833333333333
"AD10001234","0","20190630","20060714",9330,8e+05,"19681116","M","2","1","1",40000,0,"2",0,"1",2,37.6666666666667
"AD10001235","0","20250430","20060714",10700,1200000,"19720420","F","1","1","2",38900,0,"4",0,"1",3,34.25
"AD10001236","1","20121231","20060714",5000,2e+05,"19530823","F","2","1","1",NA,0,"3",0,"1",2,52.9166666666667
"AD10001237","0","20190531","20060714",7700,640000,"19711207","F","3","1","1",38500,0,"4",0,"1",2,34.5833333333333
"AD10001238","0","20210228","20060714",16410,1500000,"19610605","F","2","1","2",47700,3,"5",0,"1",3,45.0833333333333
"AD10001239","0","20191231","20060715",6900,6e+05,"19721215","F","2","1","1",NA,0,"2",0,"1",2,33.5833333333333
"AD10001240","0","20141231","20060715",7070,4e+05,"19540906","F","1","1","2",50300,0,"4",0,"1",2,51.8333333333333
"AD10001241","0","20220331","20060715",1530,150000,"19620213","M","2","1","2",44600,3,"3",0,"1",2,44.4166666666667
"AD10001242","0","20220131","20060715",5000,480000,"19780516","M","2","1","1",33500,2,"3",0,"1",2,28.1666666666667
"AD10001243","1","20240930","20060715",1900,2e+05,"19690310","M","1","1","1",38600,0,"5",0,"1",2,37.3333333333333
"AD10001244","0","20130430","20060716",1500,2e+05,"19510117","M","1","1","2",52300,0,"4",0,"1",10,55.5
"AD10001245","0","20110331","20060716",2500,1e+05,"19471003","M","2","1","2",49700,0,NA,0,"1",2,58.75
"AD10001246","0","20190930","20060717",1400,120000,"19791207","M","2","1","1",32600,2,"5",0,"1",2,26.5833333333333
"AD10001247","0","20240731","20060717",11800,1300000,"19710202","M","2","1","1",32000,1,"5",0,"1",2,35.4166666666667
"AD10001248","0","20100731","20060720",3200,1e+05,"19680517","M","2","1","1",38000,2,"4",0,"1",2,38.1666666666667
"AD10001249","0","20130531","20060720",3480,170000,"19550517","M","2","1","1",45600,0,"4",0,"1",2,51.1666666666667
"AD10001250","0","20150228","20060721",5960,3e+05,"19660801","M","3","1","2",NA,0,"3",0,"1",2,39.9166666666667
"AD10001251","0","20211231","20060721",4140,4e+05,"19611201","M","2","1","1",43300,0,"1",0,"1",2,44.5833333333333
"AD10001252","0","20131130","20060721",4130,2e+05,"19550305","M","2","1","3",116200,2,"4",0,"1",2,51.3333333333333
"AD10001253","0","20130131","20060721",6190,2e+05,"19681209","F","2","1","1",40200,0,"1",0,"1",2,37.5833333333333
"AD10001254","0","20130930","20060721",4130,2e+05,"19650403","M","2","1","2",42500,2,"4",0,"1",2,41.25
"AD10001255","0","20191031","20060721",10800,9e+05,"19600827","M","2","1","1",42500,0,"5",0,"1",2,45.9166666666667
"AD10001256","0","20230831","20060721",5700,6e+05,"25021218","M","6","1","2",25500,1,"1",0,"1",2,46.5833333333333
"AD10001257","0","20180531","20060721",7700,6e+05,"19590119","M","3","1","1",44400,0,"5",0,"1",2,47.5
"AD10001258","0","20111130","20060721",1600,65000,"19570612","M","1","1","1",35800,0,"4",0,"1",2,49.0833333333333
"AD10001259","0","20140430","20060721",4100,2e+05,"19540905","M","1","1","1",36600,0,"4",0,"1",2,51.8333333333333
"AD10001260","1","20100930","20060722",3000,150000,"19700205","F","2","1","2",NA,0,"3",0,"1",2,36.4166666666667
"AD10001261","0","20160430","20060722",3400,2e+05,"19560624","M","2","1","2",48500,1,"3",0,"1",2,50.0833333333333
"AD10001262","0","20180331","20060722",11500,888000,"19580121","M","2","1","2",48900,0,"4",0,"1",2,48.5
"AD10001263","0","20190630","20060722",7300,6e+05,"19590616","F","2","1","2",50500,3,"4",0,"1",2,47.0833333333333
"AD10001264","1","20130630","20060722",2070,1e+05,"19600815","M","2","1","1",43200,0,"5",0,"1",2,45.9166666666667
"AD10001265","0","20200131","20060722",3270,280000,"19740918","M","2","1","2",38900,0,"5",0,"1",2,31.8333333333333
"AD10001266","0","20160229","20060722",8600,5e+05,"19560101","M","2","1","2",39900,0,"4",0,"1",2,50.5
"AD10001267","0","20200331","20060722",3500,3e+05,"19610416","M","2","1","2",49800,2,"1",0,"1",2,45.25
"AD10001268","0","20190228","20060722",6200,5e+05,"19750821","M","1","1","1",38300,0,"4",0,"1",2,30.9166666666667
"AD10001269","0","20211231","20060723",4200,4e+05,"19800323","M","2","1","1",32600,0,"2",0,"1",2,26.3333333333333
"AD10001270","0","20120531","20060723",4920,2e+05,"19720324","M","1","1","1",36700,0,"1",0,"1",2,34.3333333333333
"AD10001271","0","20250531","20060723",4900,550000,"19651124","F","2","1","2",44300,4,"2",0,"1",2,40.6666666666667
"AD10001272","0","20150531","20060723",5170,3e+05,"19610402","M","2","1","2",40500,0,"1",0,"1",2,45.25
"AD10001273","0","20200630","20060727",3470,3e+05,"19680702","M","2","1","2",41900,1,"4",0,"1",2,38
"AD10001274","0","20190630","20060802",8000,680000,"19650817","F","2","1","2",44000,2,"1",0,"1",2,41
"AD10001275","0","20180131","20060802",15150,1e+06,"19580906","M","2","1","1",44800,0,"2",0,"1",3,47.9166666666667
"AD10001276","1","20210831","20060802",13500,1300000,"19680101","M","1","1","1",40400,0,"2",0,"1",3,38.5833333333333
"AD10001277","0","20160131","20060802",8000,5e+05,"19660625","F","1","1","2",43500,0,"4",0,"1",2,40.1666666666667
"AD10001278","0","20190228","20060802",12200,1e+06,"19650517","M","2","1","2",45500,0,"2",0,"1",3,41.25
"AD10001279","0","20150331","20060802",8800,5e+05,"19580510","M","2","1","2",50600,1,"5",0,"1",2,48.25
"AD10001280","0","20240930","20060802",8800,1e+06,"19730618","F","2","1","3",NA,0,"4",0,"1",2,33.1666666666667
"AD10001281","0","20100731","20060802",4800,150000,"19720308","M","2","1","2",38900,1,"4",0,"1",2,34.4166666666667
"AD10001282","0","20200131","20060802",4200,360000,"19800704","F","2","1","2",NA,0,"5",0,"1",2,26.0833333333333
"AD10001283","1","20191130","20060802",3000,250000,"19770615","M","2","1","2",36400,0,"3",0,"1",3,29.1666666666667
"AD10001284","0","20170930","20060802",16420,1200000,"19670102","M","2","1","1",40900,1,"1",0,"1",2,39.5833333333333
"AD10001285","0","20250531","20060804",6240,7e+05,"19721027","F","2","1","1",37300,0,"3",0,"1",2,33.8333333333333
"AD10001286","0","20240831","20060804",7300,8e+05,"19680227","M","2","1","1",40400,1,"1",0,"1",2,38.5
"AD10001287","0","20150630","20060804",5170,3e+05,"19550512","M","2","1","2",38700,0,NA,0,"1",2,51.25
"AD10001288","0","20130930","20060807",3930,190000,"19580309","M","2","1","2",47000,0,"2",0,"1",2,48.4166666666667
"AD10001289","1","20140831","20060807",2600,130000,"19780215","F","2","1","2",30900,1,"5",0,"1",2,28.5
"AD10001290","1","20180630","20060807",13900,1100000,"19641215","F","3","1","2",45900,1,"5",0,"1",2,41.6666666666667
"AD10001291","0","20250131","20060807",5500,6e+05,"19830618","M","1","1","2",33800,0,"5",0,"1",3,23.1666666666667
"AD10001292","0","20140731","20060810",2980,150000,"19660607","F","1","1","2",37500,0,"5",0,"1",2,40.1666666666667
"AD10001293","0","20250331","20060810",5800,650000,"19710116","M","2","1","1",38100,1,"4",0,"1",2,35.5833333333333
"AD10001294","0","20190731","20060810",2340,2e+05,"19730815","F","2","1","2",39200,2,"2",0,"1",2,33
"AD10001295","0","20141031","20060810",5070,255250,"19760106","M","1","1","2",41000,0,"4",0,"1",2,30.5833333333333
"AD10001296","0","20130131","20060810",1640,80000,"19820618","F","1","1","2",33400,0,"4",0,"1",3,24.1666666666667
"AD10001297","0","20120531","20060810",3720,180000,"19530416","M","3","1","2",52100,2,"5",0,"1",2,53.3333333333333
"AD10001298","0","20240831","20060810",6400,7e+05,"19760402","M","2","1","1",25900,0,"4",0,"1",2,30.3333333333333
"AD10001299","0","20211130","20060810",15600,1500000,"19611218","M","2","1","2",31900,2,"4",0,"1",2,44.6666666666667
"AD10001300","1","20220831","20060810",8900,9e+05,"19620202","M","1","1","1",43100,0,"2",0,"1",2,44.5
"AD10001301","0","20150531","20060810",2000,1e+05,"19750509","F","2","1","2",37600,0,NA,0,"1",2,31.25
"AD10001302","0","20160531","20060810",6200,4e+05,"19660320","F","2","1","2",33600,2,"5",0,"1",2,40.4166666666667
"AD10001303","0","20241231","20060812",9400,1e+06,"19750715","M","1","1","1",35900,0,"5",0,"1",2,31.0833333333333
"AD10001304","0","20210831","20060812",11500,1090000,"19620914","M","2","1","1",44400,3,"5",0,"1",2,43.9166666666667
"AD10001305","0","20240131","20060812",10820,1150000,"19640811","M","2","1","2",31000,0,"1",0,"1",2,42
"AD10001306","0","20130630","20060812",4200,2e+05,"19630511","M","2","1","2",46200,0,"5",0,"1",2,43.25
"AD10001307","0","20250228","20060812",10900,1200000,"19730414","M","2","1","1",37000,0,"5",0,"1",2,33.3333333333333
"AD10001308","0","20111130","20060812",6400,2e+05,"19640103","M","2","1","1",NA,3,"1",0,"1",2,42.5833333333333
"AD10001309","0","20181231","20060812",5200,420000,"19670806","M","1","1","2",NA,0,"1",0,"1",2,39
"AD10001310","1","20141130","20060813",4000,2e+05,"19610702","F","2","1","2",46100,3,"5",0,"1",2,45.0833333333333
"AD10001311","0","20121031","20060813",3260,1e+05,"19731023","F","2","1","2",38100,2,"2",0,"1",2,32.8333333333333
"AD10001312","1","20110131","20060813",6810,150000,"19590811","F","1","1","2",48100,0,"2",0,"1",2,47
"AD10001313","0","20200131","20060813",4880,4e+05,"19720216","M","2","1","1",38800,2,"4",0,"1",2,34.5
"AD10001314","0","20090131","20060813",4400,180000,"19491118","F","2","1","2",50700,0,"1",0,"1",2,56.75
"AD10001315","0","20131130","20060813",4200,2e+05,"19650708","M","2","1","2",43800,0,"1",0,"1",2,41.0833333333333
"AD10001316","0","20190831","20060814",9400,8e+05,"19680605","M","2","1","1",NA,2,"1",0,"1",2,38.1666666666667
"AD10001317","0","20170228","20060814",3800,250000,"19680205","M","2","1","2",41900,3,"4",0,"1",2,38.5
"AD10001318","0","20111031","20060814",2600,120000,"19661001","F","3","1","2",42300,0,"3",0,"1",2,39.8333333333333
"AD10001319","0","20160630","20060814",7600,5e+05,"19580716","F","2","1","2",25700,0,"1",0,"1",2,48.0833333333333
"AD10001320","0","20250430","20060814",13400,1500000,"19710525","M","2","1","1",27400,1,"4",0,"1",3,35.25
"AD10001321","0","20241231","20060817",7300,8e+05,"19821202","M","1","1","1",31400,0,"2",0,"1",3,23.6666666666667
"AD10001322","0","20101031","20060818",4100,2e+05,"19581002","M","2","1","1",44400,0,"4",0,"1",2,47.8333333333333
"AD10001323","0","20151231","20060818",3200,2e+05,"19800304","M","2","1","1",32200,1,"4",0,"1",2,26.4166666666667
"AD10001324","0","20141130","20060818",1600,80000,"19770202","F","1","1","2",24800,0,"4",0,"1",2,29.5
"AD10001325","0","20240731","20060818",9050,1e+06,"19710807","M","2","1","1",38800,0,"2",0,"1",2,35
"AD10001326","0","20190430","20060818",3900,3e+05,"19600523","F","2","1","1",38600,0,"1",0,"1",2,46.25
"AD10001327","0","20160531","20060818",7000,450000,"19690424","M","2","1","2",29800,2,"2",0,"1",2,37.3333333333333
"AD10001328","0","20230930","20060818",7600,8e+05,"19651225","M","1","1","2",44000,0,"1",0,"1",3,40.6666666666667
"AD10001329","0","20120930","20060819",2000,80000,"19600906","M","1","1","2",NA,0,"4",0,"1",2,45.9166666666667
"AD10001330","0","20131130","20060819",4200,2e+05,"19711014","M","2","1","2",41000,0,"4",0,"1",2,34.8333333333333
"AD10001331","0","20160331","20060819",3100,2e+05,"19670703","M","1","1","1",39200,0,"3",0,"1",2,39.0833333333333
"AD10001332","0","20170831","20060819",10950,8e+05,"19671111","M","2","1","1",39200,0,"3",0,"1",2,38.75
"AD10001333","0","20250228","20060819",6500,7e+05,"19730808","F","1","1","2",NA,0,"4",0,"1",3,33
"AD10001334","0","20191031","20060820",5600,480000,"19830102","F","6","1","2",33900,0,"4",0,"1",2,23.5833333333333
"AD10001335","0","20120930","20060820",1100,50000,"19740602","F","2","1","3",45000,0,"3",0,"1",2,32.1666666666667
"AD10001336","0","20160131","20060820",4800,3e+05,"19711227","M","1","1","2",39700,0,"4",0,"1",2,34.6666666666667
"AD10001337","0","20100831","20060820",1580,50000,"19750213","M","2","1","1",33100,0,NA,0,"1",2,31.5
"AD10001338","0","20200831","20060820",16500,1500000,"19601023","M","2","1","1",43700,2,"4",0,"1",2,45.8333333333333
"AD10001339","0","20141130","20060820",9000,5e+05,"19550210","M","2","1","1",47500,0,"4",0,"1",2,51.5
"AD10001340","1","20141031","20060821",4500,250000,"19710709","M","1","1","1",37200,0,"5",0,"1",2,35.0833333333333
"AD10001341","0","20131031","20060821",2100,1e+05,"19600622","F","2","1","2",NA,0,"4",0,"1",2,46.1666666666667
"AD10001342","0","20191231","20060821",6100,5e+05,"19710609","M","2","1","2",40300,0,"4",0,"1",2,35.1666666666667
"AD10001343","0","20160831","20060821",2300,150000,"19761118","F","2","1","1",35200,2,"2",0,"1",2,29.75
"AD10001344","0","20101031","20060821",3900,190000,"19570607","M","2","1","2",47600,0,"4",0,"1",6,49.1666666666667
"AD10001345","0","20140131","20060821",3100,150000,"19601105","M","2","1","1",45000,0,"5",0,"1",2,45.75
"AD10001346","0","20241130","20060821",3700,4e+05,"19680711","M","1","1","2",42900,0,"2",0,"1",2,38.0833333333333
"AD10001347","1","20240630","20060822",5000,550000,"19780408","F","2","1","1",32500,0,NA,0,"1",2,28.3333333333333
"AD10001348","0","20120731","20060822",4200,2e+05,"19611022","M","2","1","1",39100,0,"4",0,"1",2,44.8333333333333
"AD10001349","1","20120131","20060824",2460,1e+05,"19700215","M","2","1","2",41400,0,"1",0,"1",2,36.5
"AD10001350","1","20121031","20060824",4100,2e+05,"19560112","F","1","1","3",48500,0,"5",0,"1",2,50.5833333333333
"AD10001351","0","20130331","20060825",5000,2e+05,"19660308","F","1","1","2",42400,0,"1",0,"1",2,40.4166666666667
"AD10001352","0","20140831","20060825",2490,145000,"19711212","M","3","1","2",38400,0,"4",0,"1",2,34.6666666666667
"AD10001353","0","20171130","20060825",5480,4e+05,"19620104","M","1","1","2",47400,0,"4",0,"1",2,44.5833333333333
"AD10001354","0","20110131","20060825",3100,150000,"19600416","M","2","1","2",43600,2,"4",0,"1",2,46.3333333333333
"AD10001355","0","20120731","20060825",2500,120000,"19700602","F","2","1","1",35200,0,"4",0,"1",2,36.1666666666667
"AD10001356","0","20110430","20060825",4200,2e+05,"19600427","M","2","1","2",45000,0,"1",0,"1",2,46.3333333333333
"AD10001357","1","20131231","20060825",4080,2e+05,"19601214","M","2","1","2",NA,0,"5",0,"1",2,45.6666666666667
"AD10001358","0","20250131","20060825",11800,1300000,"19720407","M","2","1","2",41300,0,"1",0,"1",2,34.3333333333333
"AD10001359","0","20110131","20060902",4000,193000,"19660320","M","1","1","1",38400,0,"1",0,"1",2,40.5
"AD10001360","0","20241231","20060902",4600,5e+05,"19661217","M","2","1","2",42400,0,"4",0,"1",2,39.75
"AD10001361","1","20241031","20060902",8140,9e+05,"19731202","M","2","1","2",39200,1,"5",0,"1",3,32.75
"AD10001362","0","20121231","20060902",4090,2e+05,"19550513","M","2","1","2",49600,0,"4",0,"1",2,51.3333333333333
"AD10001363","0","20180228","20060902",1360,1e+05,"19580308","M","1","1","1",46700,0,"2",0,"1",3,48.5
"AD10001364","0","20250228","20060902",9100,1e+06,"19750702","F","1","1","2",25100,0,"3",0,"1",2,31.1666666666667
"AD10001365","0","20151031","20060902",3200,2e+05,"19621023","F","3","1","2",45100,0,"3",0,"1",2,43.9166666666667
"AD10001366","1","20190531","20060902",2400,2e+05,"19820713","F","1","1","1",28200,0,"3",0,"1",2,24.1666666666667
"AD10001367","0","20120229","20060902",2510,120000,"19730622","M","2","1","2",38200,1,"4",0,"1",2,33.25
"AD10001368","0","20110228","20060902",4100,2e+05,"19660801","M","2","1","2",43700,2,"4",0,"1",2,40.0833333333333
"AD10001369","0","20131031","20060902",4200,2e+05,"19600207","M","2","1","1",NA,0,"3",0,"1",2,46.5833333333333
"AD10001370","0","20191130","20060905",9400,8e+05,"19770522","M","1","1","1",33900,0,"1",0,"1",3,29.3333333333333
"AD10001371","0","20121031","20060905",1600,50000,"19531109","M","1","1","2",48200,0,"1",0,"1",2,52.8333333333333
"AD10001372","0","20161031","20060907",3100,2e+05,"19780825","M","1","1","1",33300,0,"4",0,"1",2,28.0833333333333
"AD10001373","0","20160131","20060907",5350,340000,"19640212","M","2","1","2",33500,0,"5",0,"1",2,42.5833333333333
"AD10001374","1","20120731","20060907",3100,1e+05,"19780610","F","1","1","2",35800,0,"2",0,"1",2,28.25
"AD10001375","0","20161130","20060907",15200,1e+06,"19570305","M","2","1","1",47000,1,"5",0,"1",2,49.5
"AD10001376","0","20190731","20060907",9700,8e+05,"19591021","F","3","1","1",NA,0,"2",0,"1",2,46.9166666666667
"AD10001377","0","20110430","20060907",2100,1e+05,"19670722","M","2","1","1",37900,0,"2",0,"1",2,39.1666666666667
"AD10001378","0","20130531","20060908",9620,312000,"19530717","M","2","1","1",50800,0,"3",0,"1",2,53.1666666666667
"AD10001379","0","20190731","20060908",3500,3e+05,"19630202","M","2","1","1",41400,2,"4",0,"1",2,43.5833333333333
"AD10001380","0","20130331","20060908",3300,160000,"19710612","M","1","1","1",37000,0,"1",0,"1",2,35.25
"AD10001381","0","20140531","20060909",3000,150000,"19690512","F","2","1","2",42400,0,"5",0,"1",2,37.3333333333333
"AD10001382","0","20200331","20060909",4900,397000,"19750713","M","1","1","1",36100,0,"1",0,"1",2,31.1666666666667
"AD10001383","0","20190731","20060909",4700,4e+05,"19770315","F","2","1","1",35000,2,"5",0,"1",2,29.5
"AD10001384","1","20120630","20060910",3000,80000,"19600325","F","2","1","2",45400,0,"2",0,"1",3,46.5
"AD10001385","1","20150430","20060910",2000,1e+05,"19780103","F","2","1","2",NA,0,"5",0,"1",2,28.6666666666667
"AD10001386","0","20140731","20060910",5910,373000,"19600102","M","1","1","3",51400,0,"1",0,"1",2,46.6666666666667
"AD10001387","0","20130131","20060910",3100,1e+05,"19531209","M","3","1","2",49600,0,"4",0,"1",2,52.75
"AD10001388","0","20140430","20060910",2300,110000,"19550126","M","2","1","1",34200,0,"1",0,"1",2,51.6666666666667
"AD10001389","0","20160131","20060914",5500,350000,"19720404","M","1","1","2",39600,0,"4",0,"1",2,34.4166666666667
"AD10001390","0","20110731","20060915",5000,2e+05,"19560826","F","2","1","2",48800,0,"4",0,"1",2,50.0833333333333
"AD10001391","1","20121031","20060915",4960,2e+05,"19551221","F","3","1","2",NA,0,"4",0,"1",2,50.75
"AD10001392","0","20210331","20060915",3250,3e+05,"19611221","F","3","1","1",42200,0,"2",0,"1",2,44.75
"AD10001393","0","20191231","20060915",4670,4e+05,"19620802","F","2","1","2",47200,0,"4",0,"1",2,44.0833333333333
"AD10001394","0","20100831","20060915",2490,1e+05,"19510127","M","1","1","1",46800,0,"5",0,"1",2,55.6666666666667
"AD10001395","1","20241130","20060915",12700,1400000,"19710513","M","1","1","2",41700,0,"5",0,"1",3,35.3333333333333
"AD10001396","0","20200430","20060915",6920,6e+05,"19640319","F","1","1","1",44100,0,"4",0,"1",2,42.5
"AD10001397","0","20110531","20060917",4160,2e+05,"19591225","M","1","1","2",46800,0,"3",0,"1",2,46.75
"AD10001398","1","20100831","20060917",5810,2e+05,"19560304","M","2","1","2",48900,0,"1",0,"1",2,50.5
"AD10001399","0","20190731","20060917",4670,4e+05,"19810222","M","1","1","2",NA,0,"1",0,"1",3,25.5833333333333
"AD10001400","0","20250331","20060918",5400,6e+05,"19810727","F","1","1","1",NA,0,"5",0,"1",2,25.1666666666667
"AD10001401","0","20171031","20060918",4200,3e+05,"19590707","M","2","1","2",48600,1,"4",0,"1",2,47.1666666666667
"AD10001402","0","20201231","20060918",7110,650000,"19611008","M","2","1","2",46000,0,"4",0,"1",2,44.9166666666667
"AD10001403","0","20120331","20060918",3000,120000,"19510706","M","2","1","1",48900,3,"4",0,"1",2,55.1666666666667
"AD10001404","1","20170831","20060918",5480,4e+05,"19620904","M","2","1","2",47100,2,"5",0,"1",2,44
"AD10001405","0","20190430","20060918",6100,5e+05,"19760909","M","1","1","1",35100,0,"2",0,"1",2,30
"AD10001406","0","20151231","20060921",4000,250000,"19560101","M","2","1","2",51600,0,"4",0,"1",2,50.6666666666667
"AD10001407","0","20131231","20060921",10200,5e+05,"19540513","M","2","1","2",52300,0,"2",0,"1",2,52.3333333333333
"AD10001408","0","20170228","20060921",3030,2e+05,"19680207","F","2","1","2",43300,2,"3",0,"1",2,38.5833333333333
"AD10001409","0","20191130","20060921",2400,2e+05,"19660120","M","2","1","1",40200,0,"2",0,"1",2,40.6666666666667
"AD10001410","0","20160131","20060922",6400,4e+05,"19590308","F","1","1","2",48400,0,"5",0,"1",2,47.5
"AD10001411","0","20161231","20060922",15200,1e+06,"19600524","M","2","1","2",48300,0,"4",0,"1",2,46.3333333333333
"AD10001412","0","20230630","20060922",13600,1500000,"19640327","M","2","1","2",45000,0,"4",0,"1",3,42.5
